guid,entropy,max_weight,argmax_weight,min_weight,top3_concentration,gini,gt_label
045180_059797,1.298575,0.469817,7,0.0,0.899319,0.895168,0
085486_065432,2.602653,0.17632,9,1e-06,0.387703,0.616384,0
022950_027543,3.090068,0.094676,26,0.000543,0.228694,0.341584,0
022950_030254,2.888518,0.109224,24,0.000491,0.302079,0.492009,0
022950_085934,2.854011,0.150504,24,0.000137,0.36378,0.51228,0
022950_035264,2.95293,0.101926,24,0.000232,0.286477,0.449479,0
041762_001206,3.093593,0.063728,22,0.00014,0.189248,0.312786,0
000796_084342,1.834541,0.41201,18,0.0,0.732921,0.817365,0
000796_081684,2.566786,0.18795,14,7e-06,0.496522,0.634446,0
000796_072887,2.390825,0.196597,19,2e-06,0.495656,0.697368,0
072471_053171,1.53267,0.507792,4,0.0,0.802511,0.865278,0
069849_031619,2.856454,0.132941,5,0.000384,0.342423,0.510753,0
097510_052142,3.070083,0.074651,19,0.000275,0.212873,0.356239,0
097510_069669,3.149066,0.061437,24,0.000332,0.174327,0.263716,0
091924_091701,1.034349,0.708995,4,0.0,0.926038,0.916137,0
034626_062955,0.701798,0.725035,8,3.4e-05,0.991796,0.938229,0
034626_028057,0.590558,0.795212,8,1.5e-05,0.995919,0.945344,0
088031_023578,2.97063,0.108722,15,0.000131,0.274624,0.428248,0
088031_079654,2.945497,0.090838,13,8.9e-05,0.254293,0.448496,0
093340_058784,3.109163,0.080591,24,7.8e-05,0.208441,0.308536,0
018765_065921,3.088173,0.081215,24,0.000408,0.22889,0.346421,0
018765_018890,2.352395,0.162542,24,3e-06,0.462665,0.702707,0
079472_027856,1.344555,0.52598,25,0.0,0.864512,0.888931,0
079472_082724,3.041328,0.094283,25,0.000252,0.259348,0.389073,0
079472_017828,1.844754,0.337364,25,1e-06,0.731098,0.821139,0
079472_093944,2.208474,0.283999,25,2e-06,0.660965,0.739251,0
079472_099900,1.884744,0.292355,25,0.0,0.700803,0.812661,0
079472_077389,2.939348,0.101096,21,0.000697,0.271403,0.440222,0
019543_049061,2.664036,0.170436,16,2e-06,0.400973,0.600825,0
019543_095500,3.136068,0.060893,26,0.000244,0.180631,0.276252,0
019543_010560,3.045818,0.082609,19,7.3e-05,0.226692,0.364841,0
019543_043290,3.109161,0.064178,21,0.000366,0.189372,0.306669,0
021595_043051,2.068054,0.301602,6,0.0,0.616201,0.780539,0
048301_012020,2.169109,0.282495,23,0.0,0.540791,0.750753,0
051780_038194,1.374218,0.446988,14,0.0,0.856408,0.88704,0
035500_026397,2.931949,0.103409,26,9.1e-05,0.284609,0.462963,0
035500_018419,2.658035,0.231366,8,3.4e-05,0.443403,0.588709,0
063963_024199,2.305067,0.258369,11,7e-06,0.582859,0.709548,0
004157_041318,2.853665,0.198273,12,4e-05,0.366129,0.497776,0
087554_047068,2.636198,0.254422,15,7.5e-05,0.460536,0.593679,0
087554_084297,3.020484,0.114937,24,0.000215,0.268894,0.400221,0
087554_044857,1.848452,0.428778,14,1.1e-05,0.73051,0.82047,0
078228_064488,2.247198,0.283665,5,5e-05,0.60315,0.734044,0
002277_014029,2.869766,0.136461,7,0.000394,0.383817,0.497564,0
002277_093852,2.861148,0.161487,19,6.3e-05,0.366915,0.504699,0
002277_055769,2.602185,0.260976,6,7.9e-05,0.511025,0.605983,0
002277_066987,1.866036,0.31771,13,0.0,0.708825,0.818171,0
053720_070331,3.091318,0.084782,20,0.000546,0.218,0.331929,0
088623_061813,2.569427,0.168782,10,1.9e-05,0.390696,0.630178,0
016720_097530,3.121296,0.067373,13,0.000402,0.197236,0.295463,0
016720_088370,2.530194,0.169866,13,7e-06,0.429572,0.649519,0
091497_053459,2.360045,0.20411,25,0.0,0.508269,0.706709,0
038532_087139,2.872891,0.147819,26,0.000257,0.380576,0.495538,0
052612_042515,2.696559,0.158515,7,2e-05,0.391735,0.586711,0
015336_074698,1.932367,0.445659,20,5e-06,0.684773,0.797638,0
021092_049066,2.897877,0.116906,4,4.8e-05,0.2983,0.468447,0
049124_073614,2.951862,0.107699,23,9e-06,0.282991,0.441218,0
049124_010557,2.811797,0.13693,18,2e-06,0.342467,0.52767,0
049124_059578,2.484727,0.222856,14,0.0,0.476116,0.666621,0
067342_027040,2.065335,0.372216,5,0.0,0.629599,0.775009,0
067342_022547,1.408557,0.556588,25,0.0,0.832063,0.88239,0
067342_015923,2.458397,0.200441,9,1e-05,0.474158,0.677104,0
009706_019127,2.008963,0.382157,17,0.003293,0.7327,0.746935,0
009706_015134,1.026352,0.621585,17,2e-06,0.943443,0.917444,0
009706_020456,2.660007,0.140599,19,0.0,0.370958,0.594177,0
084297_004140,2.71384,0.164922,15,0.000287,0.369097,0.576036,0
000139_007860,2.672003,0.173915,15,5.9e-05,0.363461,0.590542,0
010800_024066,1.784373,0.421835,7,0.0,0.725198,0.833079,0
010800_030292,2.654308,0.135362,10,8e-05,0.376814,0.602217,0
004991_058738,1.512188,0.382534,21,2e-06,0.82862,0.867066,0
087638_000068,1.523724,0.51766,22,0.0,0.831649,0.866945,0
087638_031877,2.911463,0.116965,23,1.9e-05,0.318787,0.473308,0
087638_086471,2.022511,0.214092,22,0.0,0.594257,0.78225,0
006063_086105,2.924296,0.116503,26,0.000452,0.291746,0.465229,0
091987_091113,3.125287,0.065639,26,0.000474,0.192108,0.287644,0
042566_050724,2.407812,0.282871,7,9.7e-05,0.522526,0.686404,0
046793_054718,2.974244,0.112659,11,0.000451,0.285463,0.435564,0
055420_014778,2.993904,0.104752,22,0.000517,0.281946,0.424645,0
055420_077998,1.218347,0.684389,3,0.0,0.842148,0.892896,0
013228_031274,2.71724,0.121079,13,1e-06,0.34935,0.563076,0
097530_004596,2.919893,0.096614,18,0.000278,0.277663,0.467933,0
021198_089351,2.968316,0.111385,16,0.000111,0.304259,0.431437,0
068367_073050,1.658713,0.464537,26,6e-06,0.725168,0.848178,0
068367_071722,3.087715,0.082276,26,0.000867,0.242415,0.3509,0
084862_012834,3.105894,0.073416,13,0.000247,0.212411,0.331747,0
